0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,1
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,1
110,0
111,0
112,0
113,0
114,0
115,0
116,1
117,0
118,0
119,0
120,0
121,2
122,2
123,1
124,4
125,4
126,5
127,8
128,8
129,6
130,6
131,12
132,19
133,18
134,20
135,31
136,52
137,57
138,95
139,91
140,131
141,138
142,193
143,229
144,296
145,344
146,526
147,578
148,703
149,792
150,959
151,1110
152,1286
153,1426
154,1535
155,1789
156,1870
157,2006
158,2245
159,2396
160,2607
161,2650
162,2941
163,3131
164,3392
165,3539
166,3777
167,3776
168,4188
169,4074
170,4493
171,4533
172,5224
173,5829
174,7538
175,9720
176,12249
177,14637
178,17770
179,21026
180,23181
181,25538
182,29628
183,30115
184,25243
185,17880
186,13551
187,10137
188,9141
189,7414
190,7649
191,7270
192,6573
193,6339
194,5977
195,6122
196,5792
197,5572
198,5679
199,5441
200,5543
201,5018
202,4949
203,4875
204,5042
205,4729
206,4991
207,4533
208,4832
209,4440
210,4500
211,4470
212,4474
213,4292
214,4242
215,4272
216,4427
217,4311
218,4270
219,4378
220,4351
221,4204
222,4572
223,4256
224,4709
225,4301
226,4401
227,4706
228,4659
229,4598
230,4627
231,4776
232,4959
233,4903
234,5170
235,4982
236,5185
237,5013
238,5443
239,5207
240,5628
241,5125
242,5867
243,5582
244,5907
245,5514
246,6138
247,5750
248,6328
249,5523
250,6272
251,6499
252,6657
253,6619
254,7012
255,7317
256,8186
257,8805
258,13134
259,22337
260,53488
261,18991
262,21700
263,51312
264,24148
265,14191
266,10834
267,9666
268,8811
269,8539
270,8052
271,7462
272,7282
273,6884
274,7114
275,6656
276,6798
277,6375
278,6697
279,6096
280,6513
281,6201
282,6474
283,6126
284,6532
285,6106
286,6147
287,5967
288,6781
289,5584
290,5675
291,5758
292,5407
293,5218
294,5141
295,4842
296,4817
297,4544
298,4639
299,4781
300,4541
301,4390
302,4613
303,4286
304,4667
305,4276
306,4716
307,4284
308,4612
309,4277
310,4638
311,4347
312,4615
313,4222
314,4416
315,4499
316,4569
317,4509
318,4414
319,4393
320,4534
321,4273
322,4632
323,4244
324,4544
325,4119
326,4135
327,4347
328,4603
329,4238
330,4400
331,4384
332,4484
333,4374
334,4317
335,4366
336,4353
337,4171
338,4621
339,4216
340,4560
341,4215
342,4491
343,4310
344,4572
345,4342
346,4693
347,4640
348,4933
349,4548
350,4483
351,4198
352,4513
353,4089
354,4360
355,4099
356,4373
357,4036
358,4499
359,4146
360,4434
361,4061
362,4335
363,4047
364,4305
365,3973
366,4158
367,4146
368,4122
369,4080
370,4073
371,3996
372,4174
373,4026
374,4062
375,3902
376,4094
377,3727
378,4129
379,3936
380,4159
381,3770
382,4091
383,3781
384,4065
385,3981
386,3804
387,3999
388,4078
389,3760
390,4072
391,3844
392,3933
393,3586
394,3848
395,3741
396,3999
397,3558
398,3945
399,3685
400,3903
401,3506
402,3797
403,3759
404,3720
405,3702
406,3627
407,3686
408,3703
409,3616
410,3652
411,3688
412,3540
413,3450
414,3606
415,3496
416,3821
417,3368
418,3630
419,3369
420,3589
421,3316
422,3644
423,3279
424,3547
425,3207
426,3336
427,3405
428,3311
429,3205
430,3318
431,3206
432,3193
433,3135
434,3302
435,3166
436,3209
437,3156
438,3087
439,3084
440,3302
441,3075
442,3228
443,3015
444,3193
445,2969
446,3201
447,3061
448,3215
449,2980
450,3247
451,3016
452,3091
453,2834
454,3055
455,2945
456,3113
